order_id,order_placement_date,customer_id,product_id,order_qty
FDEC844102402,"Saturday, January 3, 2026",789102,25891302,31
FDEC844102402,"Saturday, January 3, 2026",789102,25891402,449
FDEC844121302,"Saturday, January 3, 2026",789121,25891302,37
FDEC844121302,"Saturday, January 3, 2026",789121,25891202,146
FDEC844421203,"Saturday, January 3, 2026",789421,25891203,480
FDEC844421203,"Saturday, January 3, 2026",ABC987,25891201,408
FDEC844422501,"Saturday, January 3, 2026",789422,25891403,189
FDEC844422501,"Saturday, January 3, 2026",789422,99999999,297
FDEC844503502,"Saturday, January 3, 2026",789503,77777777,151
FDEC844503502,"Saturday, January 3, 2026",789503,77777777,156
FDEC844520501,"Saturday, January 3, 2026",789520,25891301,109
FDEC844520501,"Saturday, January 3, 2026",789520,25891501,275
FDEC844521501,"Saturday, January 3, 2026",789521,25891402,309
FDEC844521501,"Saturday, January 3, 2026",789521,25891501,167
FDEC844522301,"Saturday, January 3, 2026",789522,25891301,42
FDEC844601301,"Saturday, January 3, 2026",XYZ123,88888888,65
FDEC844601301,"Saturday, January 3, 2026",789601,25891201,351
FDEC844703602,"Saturday, January 3, 2026",789703,25891601,52
FDEC844703602,"Saturday, January 3, 2026",789703,25891602,131
FDEC844721603,"Saturday, January 3, 2026",789721,25891603,127
FDEC844721603,"Saturday, January 3, 2026",789721,25891303,30
FDEC844101102,"Saturday, January 3, 2026",789101,25891102,363
FDEC844101402,"Saturday, January 3, 2026",XYZ123,25891402,326
FDEC844101503,"Saturday, January 3, 2026",789101,25891503,109
FDEC844102303,"Saturday, January 3, 2026",789102,25891303,88
FDEC844103103,"Saturday, January 3, 2026",789103,25891103,358
FDEC844121502,"Saturday, January 3, 2026",789121,25891502,154
FDEC844122203,"Saturday, January 3, 2026",789122,25891203,391
FDEC844122303,"Saturday, January 3, 2026",789122,25891303,37
FDEC844201202,"Saturday, January 3, 2026",789201,25891202,371
FDEC844202303,"Saturday, January 3, 2026",789202,25891303,35
FDEC844303102,"Saturday, January 3, 2026",789303,99999999,570
FDEC844303301,"Saturday, January 3, 2026",789303,25891301,22
FDEC844303302,"Saturday, January 3, 2026",789303,99999999,49
FDEC844402101,"Saturday, January 3, 2026",789402,25891101,391
FDEC844402603,"Saturday, January 3, 2026",789402,25891603,82
FDEC844420303,"Saturday, January 3, 2026",789420,25891303,15
FDEC844420603,"Saturday, January 3, 2026",789420,25891603,186
FDEC844421102,"Saturday, January 3, 2026",789421,25891102,351
FDEC844421601,"Saturday, January 3, 2026",789421,25891601,143
FDEC844422503,"Saturday, January 3, 2026",789422,25891503,213
FDEC844520402,"Saturday, January 3, 2026",789520,25891402,293
FDEC844520602,"Saturday, January 3, 2026",789520,25891602,164
FDEC844522303,"Saturday, January 3, 2026",789522,25891303,72
FDEC844603303,"Saturday, January 3, 2026",789603,25891303,77
FDEC844621201,"Saturday, January 3, 2026",789621,25891201,459
FDEC844621503,"Saturday, January 3, 2026",789621,25891503,115
FDEC844702303,"Saturday, January 3, 2026",789702,25891303,30
FDEC844702603,"Saturday, January 3, 2026",789702,25891603,103
FDEC844720103,"Saturday, January 3, 2026",XYZ123,25891103,241
FDEC844902603,"Saturday, January 3, 2026",789902,25891603,143
