order_id,order_placement_date,customer_id,product_id,order_qty
FDEC844422501,"Thursday, January 1, 2026",789422,99999999,264
FDEC844503502,"Thursday, January 1, 2026",789503,77777777,204
FDEC844503502,"Thursday, January 1, 2026",789503,77777777,151
FDEC844520501,"Thursday, January 1, 2026",789520,25891301,86
FDEC844520501,"Thursday, January 1, 2026",789520,25891501,220
FDEC844521501,"Thursday, January 1, 2026",789521,25891402,276
FDEC844521501,"Thursday, January 1, 2026",789521,25891501,178
FDEC844522301,"Thursday, January 1, 2026",789522,25891301,34
FDEC844601301,"Thursday, January 1, 2026",XYZ123,88888888,57
FDEC844601301,"Thursday, January 1, 2026",789601,25891201,313
FDEC844703602,"Thursday, January 1, 2026",789703,25891601,56
FDEC844703602,"Thursday, January 1, 2026",789703,25891602,140
FDEC844721603,"Thursday, January 1, 2026",789721,25891603,107
FDEC844721603,"Thursday, January 1, 2026",789721,25891303,30
FDEC844101102,"Thursday, January 1, 2026",789101,25891102,355
FDEC844101402,"Thursday, January 1, 2026",XYZ123,25891402,343
FDEC844101503,"Thursday, January 1, 2026",789101,25891503,133
FDEC844102303,"Thursday, January 1, 2026",789102,25891303,74
FDEC844103103,"Thursday, January 1, 2026",789103,25891103,272
FDEC844121502,"Thursday, January 1, 2026",789121,25891502,161
FDEC844122203,"Thursday, January 1, 2026",789122,25891203,485
FDEC844122303,"Thursday, January 1, 2026",789122,25891303,39
FDEC844201202,"Thursday, January 1, 2026",789201,25891202,268
FDEC844202303,"Thursday, January 1, 2026",789202,25891303,33
FDEC844303102,"Thursday, January 1, 2026",789303,99999999,670
FDEC844303301,"Thursday, January 1, 2026",789303,25891301,23
FDEC844303302,"Thursday, January 1, 2026",789303,99999999,41
FDEC844402101,"Thursday, January 1, 2026",789402,25891101,370
FDEC844402603,"Thursday, January 1, 2026",789402,25891603,78
FDEC844420303,"Thursday, January 1, 2026",789420,25891303,17
FDEC844420603,"Thursday, January 1, 2026",789420,25891603,174
FDEC844421102,"Thursday, January 1, 2026",789421,25891102,315
FDEC844421601,"Thursday, January 1, 2026",789421,25891601,151
FDEC844422503,"Thursday, January 1, 2026",789422,25891503,229
FDEC844520402,"Thursday, January 1, 2026",789520,25891402,297
FDEC844520602,"Thursday, January 1, 2026",789520,25891602,196
FDEC844522303,"Thursday, January 1, 2026",789522,25891303,72
FDEC844603303,"Thursday, January 1, 2026",789603,25891303,68
FDEC844621201,"Thursday, January 1, 2026",789621,25891201,591
FDEC844621503,"Thursday, January 1, 2026",789621,25891503,96
FDEC844702303,"Thursday, January 1, 2026",789702,25891303,33
FDEC844702603,"Thursday, January 1, 2026",789702,25891603,81
FDEC844720103,"Thursday, January 1, 2026",XYZ123,25891103,196
FDEC844902603,"Thursday, January 1, 2026",789902,25891603,204
